user,week,auth_events,auth_success,success_rate,uniq_src,uniq_dst,night_auth
user1621,2023-08-27,7,7,1.0,1,1,1
user1015,2023-07-30,16,14,0.875,1,2,1
user0738,2023-04-23,10,10,1.0,1,2,1
user1854,2023-02-19,14,12,0.857,4,2,0
user0124,2024-02-11,13,13,1.0,1,1,0
user1185,2024-04-21,13,13,1.0,3,2,2
user1687,2024-05-26,10,10,1.0,3,2,0
user0849,2023-03-05,12,12,1.0,1,2,1
user1051,2023-12-31,12,12,1.0,3,1,0
user0637,2023-09-03,12,10,0.833,2,3,0
user0062,2024-03-10,10,8,0.8,5,2,0
user1221,2023-12-31,12,11,0.917,1,1,0
user1233,2023-12-24,8,7,0.875,2,1,2
user1132,2024-03-03,12,11,0.917,4,1,0
user1247,2023-12-24,17,14,0.824,2,1,0
user0111,2023-05-07,14,13,0.929,1,2,0
user1087,2023-07-23,17,14,0.824,1,4,2
user0186,2023-07-30,13,12,0.923,2,1,0
user1250,2023-06-25,12,11,0.917,1,1,0
user1981,2024-06-16,7,6,0.857,3,1,0
user1442,2023-11-19,10,9,0.9,5,2,1
user1561,2024-01-28,19,17,0.895,1,1,3
user1796,2023-11-19,9,8,0.889,1,4,1
user1624,2023-02-05,13,11,0.846,1,4,1
user0644,2023-08-06,10,10,1.0,1,2,0
user1168,2023-12-03,14,11,0.786,1,1,1
user0502,2023-02-19,15,14,0.933,2,3,0
user1890,2023-06-04,5,5,1.0,1,4,0
user0892,2023-03-12,11,10,0.909,3,4,2
user0191,2023-08-27,14,14,1.0,1,1,0
user0758,2024-02-11,17,17,1.0,2,2,1
user0841,2023-10-29,6,6,1.0,1,3,0
user1507,2023-08-13,10,9,0.9,1,2,2
user1905,2023-05-07,12,12,1.0,2,1,0
user1047,2024-04-21,12,11,0.917,1,1,1
user0212,2024-03-17,9,9,1.0,3,1,3
user1250,2023-02-19,17,15,0.882,2,1,1
user1411,2024-07-07,10,8,0.8,1,3,0
user1418,2024-05-19,9,7,0.778,1,2,0
user0455,2023-02-19,15,13,0.867,4,1,0
user1878,2024-04-28,10,10,1.0,2,1,0
user1718,2024-04-07,13,12,0.923,1,4,1
user1236,2024-02-18,11,10,0.909,1,1,1
user1672,2024-02-25,11,9,0.818,1,1,1
user1447,2023-06-18,15,13,0.867,1,2,0
user1882,2023-05-07,9,8,0.889,3,2,1
user1734,2023-01-01,8,8,1.0,3,4,0
user1910,2024-05-12,8,7,0.875,1,2,1
user1708,2023-03-19,10,9,0.9,1,2,0
user0931,2024-05-26,14,13,0.929,1,3,1
user1760,2023-08-06,7,6,0.857,4,3,2
user0526,2024-03-31,9,6,0.667,1,1,1
user0335,2024-06-02,12,12,1.0,3,4,1
user0082,2023-04-16,14,13,0.929,1,3,1
user1835,2023-12-10,13,13,1.0,1,3,0
user0060,2024-05-05,10,10,1.0,1,3,0
user1948,2024-01-28,10,10,1.0,2,2,0
user0540,2023-12-03,5,5,1.0,1,2,1
user1760,2023-02-19,10,9,0.9,1,2,0
user0530,2024-02-04,13,12,0.923,3,1,0
user0078,2023-04-09,7,6,0.857,2,3,0
user0961,2023-08-27,7,6,0.857,2,1,1
user1510,2023-12-10,10,10,1.0,1,2,2
user1557,2023-10-08,11,10,0.909,1,4,2
user0317,2023-06-18,22,18,0.818,1,1,2
user0738,2023-05-28,12,11,0.917,4,3,0
user1106,2023-10-29,11,10,0.909,8,2,0
user0364,2024-04-28,12,10,0.833,4,3,0
user0231,2023-09-24,9,9,1.0,2,2,0
user1497,2023-09-24,15,12,0.8,1,1,2
user1997,2023-12-17,11,11,1.0,2,4,0
user1580,2023-11-05,7,7,1.0,1,3,1
user0380,2023-09-03,12,12,1.0,1,1,0
user1867,2023-07-23,12,9,0.75,1,2,1
user0619,2023-02-19,16,15,0.938,1,3,1
user1178,2023-08-06,8,7,0.875,1,1,0
user1026,2023-07-02,6,6,1.0,1,1,0
user0229,2023-09-24,7,5,0.714,1,5,1
user0483,2023-03-05,9,7,0.778,1,2,1
user0773,2024-06-02,13,11,0.846,1,2,1
user1388,2023-05-28,10,10,1.0,2,1,1
user1642,2024-07-07,20,18,0.9,1,3,1
user0059,2023-08-20,13,13,1.0,1,2,0
user1139,2024-05-19,16,16,1.0,1,3,0
user1171,2024-02-11,14,14,1.0,2,1,0
user0229,2023-01-01,8,8,1.0,2,4,1
user1203,2023-07-09,12,10,0.833,1,1,1
user1390,2023-05-14,20,18,0.9,1,2,0
user0833,2023-01-01,13,7,0.538,3,3,0
user1606,2023-10-22,5,5,1.0,2,4,0
user1382,2023-01-22,14,14,1.0,1,7,0
user1699,2024-06-16,13,13,1.0,2,1,0
user0247,2023-12-17,14,14,1.0,1,1,0
user0231,2023-09-03,17,15,0.882,1,4,1
user1440,2023-08-20,7,6,0.857,2,1,0
user0797,2023-08-13,7,7,1.0,3,2,0
user1087,2023-09-10,9,9,1.0,2,1,0
user0350,2023-09-17,6,4,0.667,2,2,0
user0313,2024-01-21,11,10,0.909,3,2,0
user0923,2023-11-12,8,6,0.75,1,3,2
user1535,2023-03-26,9,9,1.0,3,1,0
user0933,2023-09-17,11,11,1.0,1,1,0
user0243,2023-05-21,11,10,0.909,5,1,0
user1920,2023-05-21,13,12,0.923,1,2,0
user1476,2023-09-03,13,11,0.846,2,1,0
user1365,2024-04-14,12,11,0.917,1,2,1
user1523,2023-10-29,12,12,1.0,1,1,1
user0031,2024-05-05,11,11,1.0,3,3,1
user1735,2024-07-07,6,6,1.0,1,5,0
user0280,2023-02-26,10,10,1.0,1,1,1
user1004,2024-03-03,14,14,1.0,1,3,2
user0490,2024-03-31,9,9,1.0,1,3,0
user1921,2023-10-08,9,8,0.889,1,2,0
user1773,2023-10-22,7,6,0.857,1,1,0
user1711,2024-01-28,11,10,0.909,1,4,0
user0021,2024-07-07,5,5,1.0,1,1,0
user1475,2024-03-03,17,14,0.824,2,4,4
user1486,2023-05-21,8,7,0.875,1,3,0
user0475,2023-05-21,11,10,0.909,1,2,0
user0757,2024-06-09,11,10,0.909,2,2,1
user0560,2023-08-27,14,14,1.0,2,2,0
user1814,2023-07-23,14,13,0.929,4,3,1
user1505,2024-04-28,11,10,0.909,2,1,0
user1678,2023-01-15,10,9,0.9,1,2,0
user0798,2023-12-31,15,14,0.933,2,4,2
user0312,2023-11-12,15,15,1.0,3,1,0
user1107,2024-03-03,11,10,0.909,3,1,0
user1536,2024-06-09,10,8,0.8,1,1,1
user1625,2023-09-24,9,9,1.0,2,1,1
user0701,2023-04-16,10,9,0.9,1,1,2
user1916,2023-02-19,14,14,1.0,1,3,1
user0263,2023-07-09,14,11,0.786,2,1,1
user1441,2023-08-06,17,16,0.941,1,2,1
user0409,2023-10-29,9,7,0.778,1,1,0
user0430,2024-05-12,17,15,0.882,1,4,0
user1040,2023-03-26,15,13,0.867,1,3,2
user0452,2024-03-24,14,13,0.929,3,5,0
user0853,2023-02-26,11,8,0.727,1,4,1
user0305,2023-07-16,16,16,1.0,3,1,2
user0726,2023-10-08,15,14,0.933,1,1,1
user0089,2023-09-17,7,6,0.857,1,1,1
user1637,2023-10-01,14,13,0.929,1,4,1
user1454,2023-08-06,9,9,1.0,1,2,1
user0390,2024-05-05,14,14,1.0,3,1,0
user1184,2023-06-25,7,4,0.571,1,1,0
user0848,2024-01-21,9,5,0.556,1,2,0
user0170,2023-02-05,14,14,1.0,4,1,1
user0151,2023-03-26,9,8,0.889,1,2,0
user0302,2023-01-15,17,16,0.941,1,1,1
user0856,2023-05-07,9,8,0.889,4,3,0
user0489,2023-12-31,18,16,0.889,1,1,0
user1932,2023-10-08,9,9,1.0,1,2,0
user1472,2023-09-10,11,10,0.909,2,1,0
user1559,2023-01-22,11,9,0.818,1,3,1
user0789,2023-03-05,8,7,0.875,1,1,0
user0778,2023-03-12,12,10,0.833,2,1,1
user0961,2023-07-09,11,11,1.0,2,2,0
user1238,2023-03-05,10,10,1.0,1,1,0
user0379,2023-04-16,18,16,0.889,1,4,0
user0722,2023-12-24,18,17,0.944,2,2,2
user1452,2024-04-21,15,14,0.933,2,2,3
user0120,2024-06-23,14,14,1.0,1,1,0
user1822,2023-12-31,11,11,1.0,1,2,0
user1070,2023-07-02,16,15,0.938,1,1,0
user0903,2023-07-16,9,7,0.778,1,1,2
user1861,2023-06-25,10,10,1.0,2,1,1
user1410,2024-06-02,10,10,1.0,1,1,2
user1126,2023-06-25,6,6,1.0,2,1,0
user1136,2023-01-01,12,12,1.0,1,2,1
user0868,2023-05-21,4,4,1.0,2,2,0
user0163,2023-08-13,20,20,1.0,2,2,1
user1512,2023-10-08,9,7,0.778,1,1,1
user1102,2024-03-17,10,9,0.9,1,2,0
user0721,2024-01-07,12,12,1.0,1,1,0
user1797,2024-04-28,13,12,0.923,1,1,0
user1769,2023-10-08,13,9,0.692,1,1,2
user0024,2023-08-27,8,7,0.875,1,5,1
user1394,2023-06-18,18,16,0.889,1,1,2
user0189,2024-03-03,17,13,0.765,1,3,3
user1053,2024-01-21,10,10,1.0,1,1,0
user0170,2023-11-12,15,15,1.0,5,1,0
user0545,2023-12-03,8,8,1.0,4,2,0
user0255,2024-07-07,18,17,0.944,1,3,0
user0507,2023-12-24,24,23,0.958,1,5,1
user1731,2023-04-23,12,9,0.75,1,3,1
user1757,2023-03-26,12,12,1.0,1,4,0
user1495,2023-08-06,12,12,1.0,1,6,1
user0340,2023-07-16,12,12,1.0,1,2,0
user1656,2023-10-01,14,14,1.0,1,2,1
user1152,2024-03-31,18,16,0.889,1,2,2
user0509,2023-01-01,11,9,0.818,1,1,0
user1414,2023-01-22,9,9,1.0,1,2,0
user0990,2023-04-16,6,6,1.0,2,1,0
user0637,2023-02-19,13,11,0.846,1,2,1
user0401,2023-10-22,8,6,0.75,2,2,1
user0099,2024-02-25,12,10,0.833,2,1,0
user1984,2023-09-03,14,13,0.929,1,2,1
user0734,2023-06-04,11,9,0.818,1,2,1
user1937,2024-06-23,8,6,0.75,1,1,4
user1867,2023-05-14,10,8,0.8,1,2,0
user1964,2023-11-26,14,10,0.714,1,1,2
user0640,2023-01-22,15,15,1.0,1,1,1
user0384,2023-03-05,13,12,0.923,4,4,0
user0003,2023-12-17,11,10,0.909,2,1,0
user1373,2024-02-11,9,8,0.889,3,1,0
user1697,2023-05-21,11,11,1.0,2,2,0
user1200,2024-03-31,11,11,1.0,6,1,1
user0094,2023-05-28,13,12,0.923,1,4,1
user0606,2023-01-01,13,13,1.0,4,2,1
user1208,2024-02-04,12,11,0.917,2,1,0
user0535,2023-10-15,9,8,0.889,3,4,1
user0896,2023-04-23,12,10,0.833,4,1,0
user0692,2023-02-12,14,10,0.714,1,1,0
user0020,2023-07-09,15,14,0.933,3,1,0
user1324,2023-06-18,21,16,0.762,2,2,0
user1773,2024-06-23,17,15,0.882,3,1,3
user0105,2023-10-01,8,8,1.0,3,4,1
user1759,2023-11-12,7,7,1.0,1,3,1
user0120,2023-06-18,6,6,1.0,1,2,0
user1201,2024-01-28,10,9,0.9,1,1,0
user0449,2023-01-29,18,14,0.778,1,1,0
user0667,2023-04-23,11,10,0.909,1,1,1
user0123,2023-11-12,13,12,0.923,1,3,0
user0194,2024-04-14,17,16,0.941,3,2,1
user1898,2023-04-23,6,6,1.0,2,1,0
user1359,2024-06-30,15,12,0.8,1,2,1
user1616,2023-04-16,12,11,0.917,1,1,0
user1648,2024-03-24,19,19,1.0,1,3,0
user0816,2023-02-26,12,12,1.0,1,4,0
user0185,2023-02-26,9,8,0.889,2,1,1
user0700,2024-03-03,14,13,0.929,1,2,0
user0301,2024-03-03,12,12,1.0,1,2,0
user0789,2023-05-28,13,13,1.0,2,1,0
user1130,2023-02-12,14,14,1.0,1,1,1
user0555,2024-02-04,13,12,0.923,1,2,0
user0496,2023-03-19,12,12,1.0,1,2,1
user1207,2023-07-02,8,8,1.0,3,1,0
user1474,2024-01-28,13,13,1.0,1,3,2
user0933,2023-02-12,9,8,0.889,1,1,1
user0056,2023-08-27,12,10,0.833,2,2,1
user1086,2023-10-22,18,17,0.944,1,1,0
user1348,2024-02-18,14,12,0.857,2,1,1
user1291,2024-04-28,11,8,0.727,1,1,0
user1250,2023-03-05,12,12,1.0,1,1,1
user1637,2023-06-04,13,12,0.923,1,2,1
user1595,2023-03-26,13,12,0.923,2,1,0
user1258,2023-12-17,18,18,1.0,2,1,0
user1036,2023-03-05,11,9,0.818,1,2,1
user0321,2023-07-16,12,10,0.833,2,1,0
user0474,2024-06-23,12,12,1.0,1,4,0
user0551,2024-01-07,18,15,0.833,2,3,1
user0489,2023-07-16,13,13,1.0,1,4,1
user1060,2024-03-24,16,15,0.938,4,2,1
user1228,2023-06-18,13,11,0.846,1,2,0
user0491,2023-01-29,11,10,0.909,3,3,0
user0147,2023-06-25,11,7,0.636,1,5,1
user1051,2024-04-14,12,11,0.917,2,1,0
user0547,2023-10-29,20,19,0.95,2,3,0
user0356,2023-07-30,9,7,0.778,1,3,1
user0617,2023-10-08,12,10,0.833,1,1,3
user0948,2023-03-26,10,10,1.0,1,2,0
user0665,2023-10-15,8,7,0.875,1,2,0
user1779,2023-06-25,8,8,1.0,2,3,0
user1147,2023-05-21,13,11,0.846,2,2,0
user1990,2024-03-03,16,15,0.938,1,2,1
user1708,2023-10-15,16,12,0.75,2,2,0
user0395,2023-04-16,13,11,0.846,3,4,2
user0995,2024-01-21,11,11,1.0,1,1,0
user0359,2023-10-08,11,9,0.818,1,2,0
user0780,2023-12-10,21,21,1.0,4,3,0
user1573,2024-05-05,9,8,0.889,1,1,0
user0733,2023-01-01,20,20,1.0,1,3,1
user0917,2024-06-30,13,11,0.846,3,3,0
user1851,2024-03-31,20,19,0.95,1,3,0
user1470,2024-02-25,17,16,0.941,1,1,0
user0394,2024-03-24,19,18,0.947,1,3,0
user1011,2024-06-09,15,15,1.0,1,1,0
user0496,2023-01-15,10,10,1.0,1,2,0
user0953,2023-02-12,12,12,1.0,3,1,1
user1286,2023-08-27,13,12,0.923,3,1,1
user1135,2024-06-30,14,13,0.929,1,2,0
user1878,2023-12-03,11,11,1.0,2,2,0
user1073,2024-03-10,10,10,1.0,1,4,0
user0953,2023-10-29,14,14,1.0,2,1,1
user1804,2024-05-19,9,7,0.778,1,1,0
user1167,2024-02-04,19,19,1.0,1,4,1
user0663,2023-03-19,7,7,1.0,1,2,0
user1398,2023-02-05,12,10,0.833,2,4,0
user1864,2023-12-17,11,11,1.0,1,5,0
user0539,2023-09-17,12,11,0.917,1,1,0
user1199,2023-12-10,14,13,0.929,1,2,2
user0975,2024-02-25,13,13,1.0,1,3,1
user1115,2023-07-16,12,10,0.833,2,2,2
user1070,2023-09-17,14,13,0.929,1,3,1
user1193,2024-01-14,21,18,0.857,1,1,0
user0912,2023-04-16,11,11,1.0,1,1,2
user0323,2023-12-31,11,10,0.909,1,2,0
user0965,2024-03-03,14,12,0.857,1,1,1
user0899,2024-05-05,10,9,0.9,1,2,1
user1503,2023-08-27,12,12,1.0,3,1,0
user0639,2023-01-29,16,15,0.938,1,3,1
user1998,2023-12-03,12,11,0.917,1,5,1
user0107,2024-02-18,22,21,0.955,3,2,0
user1344,2024-05-12,5,5,1.0,1,2,0
user0525,2024-03-10,15,15,1.0,2,5,1
user0981,2023-04-09,9,8,0.889,1,2,0
user1792,2023-06-11,15,15,1.0,2,3,1
user1895,2023-04-23,10,8,0.8,2,1,2
user1419,2024-01-28,11,11,1.0,1,2,0
user0740,2023-06-11,15,14,0.933,2,2,0
user1235,2024-03-31,12,10,0.833,2,1,0
user0308,2024-05-12,5,4,0.8,1,1,0
user1710,2023-06-18,14,10,0.714,3,1,2
user0099,2023-12-10,20,20,1.0,2,4,0
user0733,2024-03-10,9,8,0.889,1,2,0
user0466,2023-11-19,17,14,0.824,1,1,0
user1675,2023-04-16,11,9,0.818,1,2,2
user1943,2024-05-19,12,11,0.917,1,2,0
user1477,2023-12-24,9,8,0.889,1,1,0
user1488,2024-01-14,13,11,0.846,1,1,0
user0949,2023-06-18,16,14,0.875,1,1,2
user0414,2023-06-18,13,13,1.0,1,2,0
user0152,2023-12-24,13,11,0.846,2,2,0
user0912,2024-05-26,10,10,1.0,1,3,2
user1471,2024-05-05,9,8,0.889,3,1,1
user1633,2024-03-24,10,9,0.9,1,1,0
user1199,2023-03-19,11,10,0.909,1,2,2
user1554,2024-04-14,15,14,0.933,1,2,0
user1636,2024-05-26,13,12,0.923,1,5,0
user0309,2024-02-18,13,11,0.846,1,1,1
user0221,2023-12-10,7,7,1.0,4,1,0
user0527,2023-03-19,12,11,0.917,1,3,0
user1989,2024-06-02,14,14,1.0,1,4,0
user1251,2024-06-23,12,11,0.917,2,1,2
user1775,2024-02-11,15,12,0.8,1,3,0
user1467,2023-02-12,15,14,0.933,1,2,2
user0532,2023-10-01,8,8,1.0,2,1,0
user0793,2023-08-27,14,9,0.643,1,1,0
user0271,2024-01-21,16,15,0.938,1,2,1
user1698,2024-04-28,11,10,0.909,1,2,1
user0304,2024-02-25,14,12,0.857,1,5,2
user1975,2023-01-29,13,12,0.923,1,1,0
user0836,2023-04-02,19,18,0.947,1,1,0
user0886,2023-01-15,11,10,0.909,2,1,1
user0163,2024-06-16,12,12,1.0,1,1,0
user0100,2023-06-25,17,16,0.941,1,1,2
user1638,2024-06-09,10,9,0.9,1,3,0
user0669,2024-04-28,21,21,1.0,3,1,0
user1154,2023-07-09,17,13,0.765,1,1,1
user0118,2024-05-05,11,11,1.0,1,1,0
user0197,2024-06-16,23,22,0.957,1,3,1
user1999,2023-01-15,16,16,1.0,1,2,1
user1328,2023-05-07,15,14,0.933,4,3,2
user1286,2023-02-26,13,12,0.923,1,1,0
user1802,2023-04-02,12,11,0.917,1,3,0
user0118,2023-04-02,11,9,0.818,1,1,1
user1755,2023-10-22,15,14,0.933,2,4,0
user0836,2023-03-26,7,7,1.0,3,3,0
user0656,2024-01-28,9,8,0.889,4,1,0
user1099,2024-03-24,14,12,0.857,1,3,1
user1190,2023-01-08,10,10,1.0,1,1,0
user1104,2023-10-01,10,9,0.9,1,1,0
user1742,2024-05-26,11,8,0.727,2,1,0
user0531,2023-12-10,10,10,1.0,1,1,1
user1320,2023-12-10,11,11,1.0,3,1,1
user1945,2023-07-02,9,9,1.0,1,2,0
user1619,2024-01-07,7,7,1.0,1,3,0
user1307,2023-03-19,12,11,0.917,2,1,2
user0387,2023-03-05,15,15,1.0,3,5,0
user0624,2023-09-10,12,10,0.833,1,1,0
user1808,2024-06-16,11,9,0.818,1,1,0
user0306,2023-05-21,14,12,0.857,3,1,2
user0901,2024-07-07,19,19,1.0,1,3,1
user1740,2023-06-11,12,12,1.0,2,5,1
user1086,2023-04-09,13,11,0.846,2,1,1
user1281,2023-12-17,13,11,0.846,1,2,1
user1448,2023-11-05,11,10,0.909,3,2,0
user0317,2024-01-21,10,8,0.8,3,1,1
user1407,2023-12-03,12,12,1.0,1,1,0
user0244,2023-12-24,13,11,0.846,2,2,1
user1355,2024-02-04,14,14,1.0,1,2,1
user1415,2024-06-30,13,12,0.923,1,3,0
user1728,2023-01-08,16,16,1.0,1,2,2
user0381,2024-05-19,15,10,0.667,1,1,1
user1013,2023-09-24,18,18,1.0,1,3,0
user1412,2023-10-01,15,14,0.933,1,2,0
user1716,2023-08-06,12,12,1.0,2,3,0
user1202,2023-03-19,12,12,1.0,1,1,0
user0768,2024-06-09,10,10,1.0,1,3,1
user0753,2024-06-23,16,11,0.688,2,1,2
user0935,2024-04-21,15,15,1.0,1,1,0
user0215,2023-05-14,11,8,0.727,2,4,0
user1384,2023-10-08,11,10,0.909,1,1,0
user1054,2024-01-14,15,15,1.0,1,2,0
user0709,2023-06-11,10,10,1.0,3,2,0
user1376,2024-04-07,10,10,1.0,2,2,0
user1813,2023-09-24,10,9,0.9,2,2,1
user1100,2024-03-24,12,11,0.917,6,1,1
user1664,2023-08-06,8,8,1.0,1,2,2
user1855,2024-06-16,10,10,1.0,2,1,0
user0035,2023-10-08,8,6,0.75,2,4,2
user1654,2023-10-01,17,15,0.882,3,1,1
user0031,2023-12-03,13,13,1.0,3,2,0
user1582,2023-04-23,12,12,1.0,1,3,0
user1008,2023-04-02,16,13,0.812,2,2,1
user1684,2023-04-23,10,9,0.9,2,3,1
user1137,2023-07-09,8,7,0.875,1,1,0
user1388,2023-11-12,17,17,1.0,1,1,0
user1383,2023-08-06,15,12,0.8,2,1,2
user0218,2023-11-26,10,10,1.0,2,2,0
user0008,2023-01-08,8,8,1.0,1,1,0
user0777,2023-05-21,13,12,0.923,1,2,2
user0027,2023-12-10,11,11,1.0,1,3,1
user0313,2023-03-26,16,16,1.0,1,1,0
user0180,2024-01-07,11,11,1.0,3,1,0
user1793,2024-04-07,10,9,0.9,2,1,2
user1256,2023-02-05,10,8,0.8,3,3,0
user0116,2023-10-15,12,11,0.917,4,1,0
user1203,2024-03-24,9,7,0.778,1,4,3
user0839,2024-03-03,17,13,0.765,2,2,0
user0251,2023-09-03,14,12,0.857,3,1,0
user1362,2023-01-15,12,12,1.0,2,1,1
user1662,2024-02-04,7,6,0.857,3,2,0
user1918,2023-07-30,15,15,1.0,5,3,4
user0923,2023-08-06,19,17,0.895,1,3,1
user0539,2024-01-28,15,15,1.0,3,1,1
user1244,2023-03-12,15,14,0.933,3,1,0
user0250,2023-10-29,13,13,1.0,3,2,1
user0540,2023-08-20,13,13,1.0,1,1,1
user1274,2024-04-14,9,9,1.0,2,3,1
user0839,2023-12-24,12,11,0.917,2,2,1
user0933,2024-06-09,14,13,0.929,1,1,0
user0502,2024-02-11,15,10,0.667,1,1,1
user1295,2024-01-07,14,13,0.929,2,1,1
user0391,2024-06-16,10,9,0.9,1,3,1
user0327,2024-03-03,15,15,1.0,1,4,0
user0214,2023-04-30,10,10,1.0,2,3,0
user0617,2023-08-20,5,5,1.0,1,3,0
user1757,2024-05-05,10,9,0.9,1,2,1
user0568,2024-02-18,11,10,0.909,3,1,0
user1959,2023-09-10,9,9,1.0,1,1,0
user0006,2023-06-25,10,10,1.0,1,1,0
user1251,2023-02-26,11,8,0.727,1,5,1
user0723,2024-06-02,7,6,0.857,2,3,0
user1132,2024-07-07,16,13,0.812,1,1,1
user1872,2024-04-07,12,10,0.833,2,2,0
user1252,2023-02-26,15,13,0.867,2,3,0
user1708,2023-08-06,13,10,0.769,1,1,0
user1744,2023-02-19,11,11,1.0,4,1,0
user1840,2023-07-09,8,6,0.75,3,2,1
user1325,2023-08-20,11,10,0.909,2,1,0
user1577,2024-03-03,15,14,0.933,1,1,1
user1617,2023-10-15,20,18,0.9,1,2,2
user0846,2023-07-30,10,10,1.0,4,1,1
user1076,2023-07-30,13,12,0.923,2,3,3
user1429,2023-03-12,15,14,0.933,1,1,1
user0459,2023-10-29,16,13,0.812,2,4,1
user1690,2024-02-04,7,6,0.857,2,1,0
user0922,2023-10-15,13,13,1.0,1,3,1
user0711,2024-05-26,6,5,0.833,2,2,0
user0476,2023-12-10,13,13,1.0,1,2,1
user0392,2023-05-07,11,11,1.0,1,1,0
user1988,2023-03-05,14,11,0.786,2,1,1
user1669,2024-05-26,9,7,0.778,3,1,1
user0931,2023-09-03,11,11,1.0,2,3,1
user1843,2024-06-30,8,8,1.0,2,1,0
user0743,2024-03-10,15,14,0.933,1,1,0
user1861,2024-04-14,8,5,0.625,1,3,0
user0727,2023-07-02,19,16,0.842,4,2,1
user0340,2023-04-02,18,17,0.944,2,3,1
user0391,2023-12-24,9,9,1.0,1,1,0
user1100,2023-10-22,12,7,0.583,1,2,0
user0715,2023-08-20,16,15,0.938,2,2,1
user0468,2023-01-01,14,13,0.929,4,3,0
user0323,2023-06-25,10,9,0.9,1,1,0
user1313,2023-12-24,13,13,1.0,1,2,1
user0110,2024-04-21,13,12,0.923,2,1,0
user1888,2024-05-05,11,11,1.0,4,3,0
user1446,2023-03-12,13,11,0.846,1,1,0
user0021,2023-04-02,10,9,0.9,1,1,1
user1131,2023-06-04,12,11,0.917,1,4,0
user1804,2024-06-16,11,8,0.727,1,2,2
user1469,2023-02-19,15,13,0.867,2,3,0
user1508,2024-01-21,14,13,0.929,1,2,0
user1012,2023-05-28,15,13,0.867,1,1,0
user0045,2023-06-25,11,11,1.0,3,1,1
user0228,2023-10-29,15,12,0.8,1,4,2
user1745,2023-10-29,15,13,0.867,1,2,1
user0756,2023-12-31,8,8,1.0,1,1,0
user1325,2023-09-10,10,9,0.9,1,1,0
user1426,2023-03-05,9,8,0.889,2,4,1
user0507,2023-05-28,11,11,1.0,2,1,0
user1333,2024-02-25,12,11,0.917,2,3,1
user0469,2024-02-25,12,12,1.0,2,2,0
user1423,2024-01-07,8,7,0.875,1,4,0
user1795,2023-03-05,11,11,1.0,1,3,1
user0079,2023-04-02,9,8,0.889,4,3,1
user1143,2023-01-15,12,12,1.0,1,4,3
user0589,2024-02-04,11,10,0.909,1,3,1
user0174,2023-09-17,10,10,1.0,1,2,0
user0527,2023-11-12,13,13,1.0,2,1,0
user0412,2023-12-17,15,13,0.867,3,2,1
user0707,2023-02-05,9,7,0.778,2,1,0
user0072,2024-03-03,17,14,0.824,1,3,0
user1002,2023-02-12,11,11,1.0,1,1,0
user0192,2024-04-14,12,12,1.0,3,4,1
user0032,2023-04-02,15,13,0.867,1,4,0
user0118,2023-04-16,12,11,0.917,2,1,0
user0011,2024-05-19,12,12,1.0,1,5,0
user0444,2023-09-10,20,17,0.85,1,1,0
user1048,2023-09-17,13,12,0.923,1,2,0
user1255,2023-12-17,9,9,1.0,1,2,0
user0643,2024-03-17,10,9,0.9,3,1,1
user0660,2023-05-21,7,6,0.857,2,1,0
user1884,2023-01-01,7,7,1.0,1,1,0
user1894,2024-06-02,8,8,1.0,1,1,0
user1607,2024-06-23,15,15,1.0,1,2,0
user0610,2024-05-12,14,9,0.643,3,1,2
user1409,2024-07-07,10,9,0.9,1,3,0
user0993,2023-12-10,10,9,0.9,1,2,2
user1199,2023-11-12,13,11,0.846,1,1,1
user0703,2023-11-12,16,15,0.938,3,1,1
user1250,2023-10-01,8,8,1.0,3,1,0
user0327,2023-05-14,15,15,1.0,1,1,0
user0367,2023-10-29,14,13,0.929,2,4,0
user1750,2024-04-07,12,12,1.0,1,1,0
user0147,2023-11-12,8,7,0.875,4,4,1
user1951,2023-09-24,14,12,0.857,1,1,2
user1421,2024-05-12,5,4,0.8,1,4,0
user0612,2024-02-04,13,13,1.0,4,1,0
user0928,2024-01-07,12,12,1.0,1,1,0
user1228,2023-12-10,9,9,1.0,2,3,0
user0954,2023-06-11,7,7,1.0,1,6,0
user1847,2023-09-10,11,11,1.0,3,1,0
user0464,2024-01-07,13,11,0.846,1,1,1
user0731,2023-04-16,8,7,0.875,1,1,0
user1328,2024-04-21,9,8,0.889,1,1,0
user1130,2023-04-16,18,14,0.778,1,1,1
user0433,2023-04-16,8,8,1.0,1,4,0
user0165,2023-01-08,9,8,0.889,1,4,0
user0265,2024-04-14,17,15,0.882,1,3,2
user1188,2023-11-19,12,12,1.0,2,5,0
user0401,2023-07-23,7,4,0.571,4,2,1
user1245,2023-03-05,13,11,0.846,2,3,0
user0838,2024-06-23,11,10,0.909,1,1,0
user0997,2024-05-19,11,9,0.818,3,1,1
user0289,2023-07-16,21,20,0.952,1,1,1
user0651,2024-07-07,18,16,0.889,1,5,0
user0015,2024-03-24,10,8,0.8,2,3,1
user0426,2024-03-24,19,15,0.789,4,2,1
user1186,2024-01-14,6,6,1.0,3,2,0
user0579,2023-04-02,15,15,1.0,1,2,0
user0703,2023-07-16,11,9,0.818,1,1,1
user1124,2023-12-17,15,15,1.0,2,1,0
user0651,2024-05-05,8,6,0.75,4,3,2
user0674,2023-03-26,11,10,0.909,1,4,0
user0553,2023-12-17,10,10,1.0,1,3,1
user1058,2023-08-27,14,13,0.929,1,1,1
