user,week,logons,logoffs,unique_pcs,offhour_logons,file_ops,file_writes,bytes_total,usb_events,usb_mounts
user0945,2023-07-30,4,4,4,1,10,3,909387,0,0
user1205,2024-06-23,2,2,1,1,7,4,979458,0,0
user1210,2023-01-29,1,1,1,0,7,4,15369177,1,0
user1340,2023-06-04,5,5,2,0,11,4,2849921,1,1
user1372,2024-03-24,23,22,3,0,10,4,9466593,0,0
user0833,2023-08-13,5,5,1,0,7,2,1116718,0,0
user0767,2023-08-13,16,14,5,0,11,5,2482555,0,0
user0633,2023-06-11,6,6,4,0,13,2,2164081,1,1
user1266,2023-12-03,2,2,1,0,6,2,1817728,1,0
user1411,2024-06-30,1,1,1,0,6,2,5961199,0,0
user1359,2023-07-30,4,4,2,0,10,1,1863049,2,2
user0107,2023-09-17,10,10,2,1,5,2,2902378,1,1
user0188,2023-09-17,0,0,1,0,4,2,4817737,1,1
user1035,2024-03-03,0,0,1,0,9,3,928491,1,0
user0859,2023-08-13,9,9,5,1,7,3,597106,0,0
user1264,2023-10-29,11,9,3,3,11,2,1370852,1,0
user0322,2023-11-12,6,5,4,0,6,3,2518728,1,0
user0181,2023-11-05,10,10,2,0,13,1,6664277,2,0
user1176,2023-01-08,0,0,1,0,16,2,1193387,1,1
user0650,2023-03-19,7,6,1,0,9,4,8216396,0,0
user1066,2024-02-18,15,15,5,0,14,6,1134990,0,0
user1405,2023-12-31,13,13,4,0,7,0,1892162,0,0
user0656,2023-09-17,23,21,2,1,5,3,5917341,0,0
user0786,2024-05-05,10,9,3,0,11,5,2604920,2,1
user1146,2023-07-30,4,4,1,0,9,3,396479,0,0
user0080,2024-01-21,7,7,2,2,10,3,806764,0,0
user0979,2024-05-05,7,7,1,0,7,2,2329554,0,0
user0234,2024-02-04,8,7,2,1,13,4,4027004,0,0
user1472,2024-05-26,12,12,3,1,13,5,2365762,3,1
user0730,2023-03-26,8,8,4,1,8,2,1564162,0,0
user0128,2023-05-28,21,20,2,2,10,3,2172076,0,0
user1276,2023-12-03,15,14,1,1,12,5,1263831,1,0
user0179,2024-04-21,15,14,2,1,11,4,849023,0,0
user0517,2023-11-19,19,19,1,4,12,5,2361481,0,0
user1213,2023-05-14,6,4,3,0,9,4,1539405,0,0
user1499,2023-06-18,7,6,2,1,6,3,5756753,0,0
user1248,2023-11-19,5,5,1,0,7,1,7866734,2,0
user0859,2023-09-10,3,3,1,0,5,1,6136973,0,0
user0743,2023-12-17,0,0,1,0,7,1,908844,0,0
user0710,2024-03-03,6,6,2,0,10,6,1253557,1,1
user0045,2023-10-01,2,2,3,0,11,4,101841,1,0
user1393,2023-04-16,5,4,2,0,11,4,2634881,0,0
user1462,2023-05-21,13,13,1,0,7,2,308830,0,0
user1417,2023-09-24,4,4,1,0,8,4,672319,1,1
user1416,2023-02-19,5,5,1,0,9,4,980249,0,0
user1481,2024-04-21,22,21,3,1,4,3,830483,1,0
user1242,2024-05-26,2,2,1,0,10,3,5231396,1,0
user0172,2023-09-10,1,1,1,0,3,0,1659275,0,0
user0134,2024-05-19,15,14,4,1,10,5,791533,1,1
user0402,2023-05-14,5,5,1,1,8,4,4182768,1,1
user1000,2023-08-13,5,5,2,0,4,1,199184,0,0
user0985,2023-09-24,10,10,3,0,9,4,492984,1,1
user0753,2024-05-12,6,5,4,0,10,1,2345666,0,0
user0377,2024-01-07,0,0,1,0,6,3,1207465,1,1
user0750,2023-06-11,0,0,1,0,10,4,395929,1,1
user1141,2024-04-07,4,3,1,0,8,4,1042329,0,0
user0903,2023-01-08,26,26,1,2,11,4,17977955,3,3
user1148,2023-01-08,2,2,2,0,10,4,552168,2,2
user0499,2023-08-20,19,19,4,1,8,3,2851679,0,0
user0939,2024-06-30,10,9,3,2,10,2,4585982,0,0
user1250,2023-06-04,1,1,3,0,11,5,570044,0,0
user0191,2023-05-14,6,5,1,0,16,10,902367,0,0
user0216,2023-06-25,33,33,3,1,7,4,970512,0,0
user0257,2024-05-26,5,5,1,0,9,3,1147882,0,0
user0605,2023-11-05,15,14,1,2,8,3,1172721,0,0
user0849,2024-05-05,1,1,1,0,5,1,7755933,0,0
user0370,2024-02-18,11,9,3,1,13,6,2511318,1,1
user1261,2023-10-08,20,20,4,0,4,1,4077888,1,1
user1342,2024-04-21,8,8,2,0,10,3,1204195,1,1
user1363,2024-04-28,12,12,2,0,5,3,317830,0,0
user1266,2023-04-09,8,8,1,0,11,3,3383642,1,1
user0753,2023-12-24,6,6,1,0,11,3,6658833,1,0
user1134,2023-06-25,5,5,1,1,5,1,3377091,0,0
user1468,2024-01-07,3,3,3,0,5,2,8011058,0,0
user1330,2023-01-22,6,6,5,0,9,3,284877,2,2
user1178,2024-06-23,10,9,6,4,8,3,432475,0,0
user1109,2024-03-17,4,3,1,1,6,2,2537156,1,1
user1259,2023-02-26,7,7,5,1,8,3,1327489,0,0
user0367,2023-09-03,2,2,1,0,4,1,271527,0,0
user0360,2023-12-10,12,11,5,0,10,5,1560185,0,0
user1406,2023-11-12,10,10,4,1,15,2,1826124,0,0
user0869,2024-05-05,7,7,5,1,12,5,1071104,0,0
user0594,2024-03-24,12,11,4,1,9,4,296272,0,0
user0298,2023-09-24,4,4,1,1,12,5,2580992,1,1
user0788,2023-06-25,9,9,2,2,5,1,317923,0,0
user1230,2023-10-15,2,2,2,1,7,2,2640725,0,0
user0185,2023-12-24,0,0,1,0,9,2,8862950,1,1
user0042,2023-08-27,2,1,2,0,6,2,4135395,3,1
user0245,2023-07-16,20,18,1,2,5,0,946495,0,0
user0385,2024-01-21,2,1,1,0,5,1,5395147,0,0
user0251,2023-04-30,19,18,2,1,8,3,886371,0,0
user0613,2023-05-21,9,9,5,2,5,1,6352546,0,0
user1076,2023-04-09,4,4,4,1,9,3,1908782,1,1
user0614,2023-09-03,5,5,2,0,10,4,2783029,1,1
user0653,2023-07-09,5,5,2,0,11,4,10444488,1,1
user0709,2024-06-16,7,4,3,0,13,4,5292687,0,0
user0769,2023-01-22,18,17,3,1,16,3,6023110,0,0
user0579,2023-09-24,19,18,4,2,6,1,552315,0,0
user0471,2023-01-22,8,6,4,0,8,4,1238034,2,1
user1334,2023-10-08,11,9,2,1,7,2,1862776,0,0
user1315,2023-03-26,8,8,1,0,11,5,218930,1,1
user0066,2023-05-07,6,6,2,1,6,3,269325,0,0
user0681,2024-03-10,16,14,2,2,10,5,4460990,2,2
user1317,2023-10-08,6,6,2,0,11,4,2899085,1,0
user1372,2023-08-27,18,14,3,1,7,1,4465406,0,0
user0591,2024-04-07,16,15,2,3,9,3,12552064,1,1
user0471,2023-11-19,19,18,1,0,11,6,1148609,1,0
user0778,2023-12-24,13,12,3,1,12,6,1178441,0,0
user1150,2024-06-09,19,19,1,1,10,2,1515090,1,1
user1005,2023-01-29,1,1,1,0,9,2,4857618,0,0
user1217,2024-01-28,4,2,2,1,6,1,955964,0,0
user1409,2023-08-06,4,4,1,0,7,4,2673221,0,0
user0246,2023-08-27,11,10,2,1,5,0,1457311,0,0
user1361,2024-02-25,1,1,2,0,9,3,2077995,0,0
user0230,2023-09-03,8,7,2,1,9,6,2382239,0,0
user0443,2023-10-01,4,4,1,1,3,1,2035565,1,1
user0721,2023-11-05,5,5,1,1,16,5,2793765,0,0
user0697,2023-05-07,8,8,5,1,8,4,121882,0,0
user0384,2024-06-09,4,4,2,0,6,2,1557221,0,0
user0588,2024-01-21,17,16,1,1,8,2,2070095,1,0
user1152,2023-01-01,4,4,2,0,8,2,1575320,0,0
user1103,2024-04-28,0,0,2,0,9,7,244458,0,0
user0597,2023-08-13,7,6,1,1,14,6,15156767,1,1
user0786,2024-01-14,5,5,1,2,2,1,5660141,0,0
user1354,2024-04-28,3,3,3,0,7,3,11945263,0,0
user1366,2023-01-22,0,0,2,0,5,2,8441264,0,0
user1462,2024-06-23,11,11,1,0,10,2,11796514,2,2
user0801,2024-01-28,4,3,1,0,6,1,772823,0,0
user0557,2024-04-14,6,6,3,1,6,3,725300,0,0
user1231,2023-03-12,19,18,5,4,9,2,1078372,1,1
user1096,2023-01-01,2,2,2,0,4,3,1224624,0,0
user1205,2024-05-12,5,5,2,0,11,3,11898353,1,1
user1202,2023-04-23,20,20,2,1,8,3,1700216,0,0
user0026,2024-01-14,12,11,2,2,9,3,1939129,0,0
user1445,2024-05-26,13,11,4,0,7,1,2739903,0,0
user0419,2023-06-25,3,3,1,0,10,4,9210525,1,1
user0777,2023-08-27,9,9,1,0,11,5,1338634,1,1
user0453,2024-05-12,8,8,3,1,7,3,3011430,0,0
user1434,2023-02-05,3,3,5,0,7,1,4426812,0,0
user0519,2023-08-27,0,0,1,0,8,0,1334415,1,1
user0778,2023-02-26,9,9,3,0,11,5,15335404,0,0
user1001,2023-04-09,1,1,1,0,9,4,6600247,0,0
user0326,2023-11-12,4,4,1,1,10,1,1287319,0,0
user0080,2023-05-07,4,4,3,0,10,4,495901,0,0
user1383,2023-01-22,2,2,1,0,10,5,6031243,1,0
user0121,2023-08-20,15,15,2,1,10,3,3949650,0,0
user0059,2023-12-24,9,9,2,0,8,4,543928,1,1
user1419,2023-06-18,14,13,2,1,9,6,441585,1,0
user1347,2023-09-24,3,3,1,0,11,3,6769851,1,1
user1471,2023-09-17,5,5,3,1,18,7,546391,3,2
user1301,2023-12-31,3,3,1,0,12,6,3909537,1,1
user0764,2024-06-23,8,8,1,0,14,8,710904,1,1
user1299,2023-01-01,12,10,1,2,6,0,3068238,0,0
user1223,2024-01-07,20,20,2,1,13,3,2803213,0,0
user0324,2023-11-05,17,16,3,2,9,5,3590087,0,0
user1020,2023-09-17,15,14,3,1,9,2,739408,1,1
user1381,2023-04-23,2,1,2,0,9,3,3249450,0,0
user0498,2023-07-30,3,3,1,0,13,5,6784006,0,0
user1498,2023-11-19,10,10,1,2,8,2,817670,1,1
user0309,2023-04-09,6,6,2,0,9,3,2727147,0,0
user1200,2023-08-20,5,5,1,0,6,1,2534804,1,1
user0610,2024-01-14,9,8,1,1,10,0,2305322,2,1
user0238,2024-01-28,19,19,5,2,10,3,741106,0,0
user0406,2023-06-11,4,4,1,0,13,5,2256738,1,1
user1062,2023-09-17,2,2,1,0,9,4,4639117,0,0
user0562,2023-01-29,8,8,4,0,6,4,148127,0,0
user0278,2023-09-24,21,20,6,1,7,4,1499603,0,0
user0452,2023-11-05,2,2,2,0,6,1,2485713,1,1
user1224,2023-07-09,8,8,1,0,9,4,678378,0,0
user0268,2023-12-03,6,4,5,0,11,5,1308777,0,0
user0300,2023-03-12,7,7,3,0,12,4,2201956,0,0
user0765,2023-11-19,4,3,1,0,6,2,694755,1,0
user0522,2024-01-07,4,4,2,0,9,5,8070230,1,0
user0412,2024-02-11,2,2,2,0,5,1,2059715,1,1
user0471,2023-12-24,14,14,2,2,10,4,1144216,0,0
user0153,2023-12-31,19,17,4,1,10,6,1539038,0,0
user1183,2023-04-30,14,14,2,1,12,2,391368,0,0
user0910,2024-06-16,12,10,2,1,9,3,1559917,0,0
user0471,2023-04-30,16,16,6,4,7,2,779207,0,0
user0743,2024-04-14,6,6,3,0,3,1,12167545,0,0
user0057,2024-01-14,3,3,1,1,8,1,465135,1,1
user1338,2024-04-21,10,10,1,0,2,0,2019830,0,0
user0043,2023-08-13,24,24,3,4,5,4,3206583,0,0
user0304,2024-06-23,1,1,1,0,5,2,8900476,1,0
user0098,2024-04-07,21,19,3,0,8,2,2856169,1,1
user1179,2023-05-28,10,10,1,1,6,2,810746,0,0
user0694,2023-05-14,0,0,1,0,9,4,952403,1,0
user1048,2023-07-02,13,12,1,0,7,1,3240249,0,0
user1464,2024-02-25,6,6,3,2,11,3,2952089,0,0
user0120,2023-01-15,9,9,2,2,11,7,1736640,0,0
user0980,2024-01-21,12,12,1,0,5,1,7869965,0,0
user1058,2024-06-09,2,2,1,0,12,6,1484533,1,0
user1061,2023-09-24,5,5,1,0,8,5,905992,0,0
user1173,2023-09-17,14,12,4,0,8,3,1265433,0,0
user1183,2023-02-19,9,9,1,4,10,2,5566620,2,1
user0003,2024-01-21,2,2,1,0,5,1,1297591,0,0
user0410,2024-01-14,3,2,2,0,7,2,4562622,0,0
user1055,2024-05-26,14,14,1,2,6,3,1282066,1,0
user0002,2024-06-23,8,6,2,0,9,3,584025,1,0
user1182,2024-06-02,3,1,3,0,12,4,1069782,2,2
user0374,2023-05-21,6,6,3,0,7,3,563953,0,0
user0501,2023-02-26,20,17,1,2,8,3,287802,1,0
user0082,2023-01-08,6,5,6,1,10,4,592993,0,0
user0718,2024-01-21,19,18,2,4,8,2,3911581,1,1
user1080,2023-02-12,27,22,3,2,10,8,517534,1,0
user1122,2023-06-11,3,3,1,0,6,3,668709,0,0
user0559,2024-06-30,10,10,2,1,7,1,4297075,1,1
user1394,2024-01-14,7,7,2,0,9,6,3153087,1,1
user0295,2024-01-14,6,5,2,0,10,4,2611491,0,0
user0230,2023-01-29,8,8,1,0,6,5,6358002,1,1
user0446,2024-06-16,16,16,1,1,13,4,4470550,1,1
user0244,2024-02-25,3,3,1,1,10,6,2955461,0,0
user0467,2024-01-21,0,0,2,0,6,2,1185993,0,0
user0708,2023-07-02,2,2,2,0,12,2,2451277,0,0
user0517,2023-02-05,24,23,1,1,8,3,2818024,1,1
user1113,2023-05-21,11,11,1,2,6,3,1420862,0,0
user0693,2023-09-10,10,10,2,0,5,1,6741711,1,0
user1360,2023-01-22,13,13,2,2,8,3,1339951,0,0
user0401,2023-01-08,8,8,1,1,11,4,1534667,1,1
user0695,2024-03-31,2,2,1,0,7,1,1555495,0,0
user0193,2023-02-05,4,4,1,0,6,0,1676850,0,0
user0514,2023-08-06,4,4,1,0,13,4,681758,0,0
user0088,2024-05-19,3,3,1,0,8,3,1105692,0,0
user0692,2024-05-26,21,20,2,2,8,4,2501448,1,0
user0035,2023-12-31,4,4,1,0,4,1,1955248,0,0
user1253,2023-03-26,12,12,1,0,8,4,2988942,0,0
user0682,2024-02-18,1,0,1,0,7,3,107368,1,1
user0824,2023-08-13,5,5,1,0,7,2,1391628,1,1
user0747,2024-05-12,12,12,3,1,7,2,569745,0,0
user1313,2024-06-09,10,8,2,0,6,3,672200,0,0
user0322,2023-12-24,6,6,2,0,10,2,990098,2,0
user1377,2024-03-17,6,6,1,1,12,1,3194454,1,1
user0769,2023-07-30,23,23,1,3,6,3,2089325,0,0
user1289,2023-07-16,23,23,1,1,11,1,9913277,1,1
user0711,2024-06-16,2,2,3,0,8,3,896715,0,0
user0443,2023-04-16,4,3,1,0,11,4,1024591,0,0
user0527,2024-04-07,3,3,2,1,6,0,19364337,0,0
user1478,2024-01-14,6,6,6,1,15,4,3023971,1,1
user1201,2023-09-17,5,5,2,0,13,5,3395625,2,1
user0317,2024-05-26,5,5,1,1,13,7,1383488,0,0
user0740,2023-03-12,15,15,2,2,6,2,5733598,0,0
user1095,2024-03-24,10,10,4,0,11,4,307580,1,0
user0710,2023-10-29,2,2,3,0,9,3,4590032,0,0
user1436,2024-03-03,9,8,4,2,13,5,550636,1,0
user0779,2024-04-21,6,6,1,1,7,4,9511821,0,0
user0391,2023-02-19,26,26,1,1,8,4,4969679,0,0
user0182,2023-03-26,21,20,1,2,8,4,1662408,0,0
user0066,2023-08-20,6,6,1,0,11,5,6151700,2,0
user0489,2023-05-07,10,10,2,2,12,5,1256546,0,0
user0938,2024-02-25,21,21,3,1,5,1,2703643,0,0
user0256,2024-06-16,13,13,3,0,8,3,3990574,0,0
user0722,2023-12-03,4,4,4,1,11,5,470561,0,0
user0550,2023-03-19,1,1,1,0,7,4,684758,2,0
user0978,2024-02-18,7,7,2,0,5,2,594072,0,0
user1361,2023-03-19,0,0,4,0,5,1,2704504,0,0
user0875,2023-11-19,8,8,5,0,10,2,443510,1,0
user1288,2024-03-10,20,18,1,1,12,5,1832924,1,1
user0615,2024-05-26,4,4,1,1,10,4,4699786,1,1
user0119,2024-03-31,0,0,1,0,12,3,1708664,1,1
user0764,2023-04-09,6,6,1,1,10,4,2167359,0,0
user0791,2023-04-09,25,25,4,2,6,2,1620962,1,0
user0830,2023-07-16,6,6,4,0,7,3,748246,0,0
user1115,2024-03-10,6,6,2,1,5,1,3362140,1,0
user0436,2024-05-19,7,7,7,1,6,3,753885,0,0
user0655,2024-03-31,2,2,1,0,7,0,1703025,0,0
user0589,2024-02-04,2,2,1,0,9,5,220565,1,1
user0494,2024-07-07,3,3,2,1,9,1,1374815,0,0
user1283,2024-01-07,10,10,2,1,10,4,1023438,2,2
user0015,2023-10-01,3,2,1,0,6,3,8911274,1,1
user0373,2023-12-24,12,10,2,1,12,5,1910675,2,1
user0730,2024-06-09,9,9,3,0,8,3,15918953,0,0
user1082,2023-10-22,15,15,1,3,9,3,1517231,0,0
user0313,2023-12-17,3,3,1,1,11,3,3998070,0,0
user0775,2024-02-04,1,1,1,0,2,0,286073,0,0
user0877,2023-12-03,1,1,1,0,13,4,1024247,0,0
user1159,2024-07-07,1,1,1,1,8,3,631149,1,1
user0467,2023-10-22,1,1,1,0,7,1,1620145,0,0
user0787,2023-05-28,11,11,1,0,10,3,26066596,0,0
user0352,2023-05-14,10,10,2,1,10,4,701625,0,0
user0029,2023-12-17,4,4,1,0,11,8,414331,1,1
user0743,2023-07-30,4,4,1,1,6,3,1132495,1,0
user0826,2023-02-26,25,24,2,1,12,6,11076860,0,0
user0719,2023-07-23,2,2,1,0,6,2,7616751,1,0
user0350,2023-11-12,6,6,3,0,8,2,1947151,0,0
user1484,2024-06-02,22,20,2,2,9,2,964293,2,2
user0475,2023-12-24,12,12,1,2,8,1,502273,0,0
user0306,2023-12-03,20,20,1,4,3,0,2110371,0,0
user0521,2024-03-10,10,10,1,1,13,2,2914820,0,0
user0351,2023-07-16,19,19,4,1,18,6,2015028,0,0
user1256,2023-05-21,8,8,3,0,6,3,1579769,1,1
user0547,2023-01-29,12,12,2,1,4,0,1757066,0,0
user0594,2024-07-07,11,11,1,2,9,3,1646018,0,0
user1478,2024-03-17,4,4,1,0,13,7,7400430,1,0
user1319,2023-09-17,4,4,1,0,11,3,6758471,0,0
user0866,2023-10-22,11,11,2,0,6,2,7741354,0,0
user0952,2023-03-12,8,8,1,1,3,3,3065807,0,0
user1433,2023-10-22,13,12,1,0,6,3,3861113,0,0
user0143,2023-03-12,6,5,1,0,6,2,2846045,0,0
user1040,2023-07-02,3,3,3,0,13,6,1283527,0,0
user0809,2024-06-02,6,6,1,1,8,3,13491392,0,0
user0051,2023-06-04,4,4,1,1,7,2,7905868,1,0
user0932,2023-09-24,24,23,2,3,4,4,3863260,0,0
user1234,2023-12-31,3,2,1,0,5,2,5907989,0,0
user0346,2023-06-25,5,5,2,0,8,5,2163530,0,0
user0074,2024-06-09,13,12,2,0,5,2,1286940,0,0
user1418,2023-03-26,14,13,1,1,9,2,1151241,0,0
user1121,2023-04-09,19,19,3,2,11,4,3625756,2,1
user1291,2024-03-31,17,15,3,2,4,2,505875,0,0
user1030,2023-11-05,8,8,4,0,9,4,1479212,0,0
user0894,2023-03-05,3,3,1,0,10,4,2946217,1,0
user0952,2023-10-22,7,7,5,0,11,2,4993799,1,0
user1073,2023-10-15,15,14,2,2,8,0,788686,0,0
user1139,2024-04-07,17,17,2,0,3,1,618087,0,0
user1486,2023-10-15,9,9,2,1,15,4,506470,3,2
user0064,2023-02-12,14,13,1,2,6,2,2829550,0,0
user0335,2023-08-13,9,8,3,0,14,7,1328157,0,0
user0686,2023-01-01,29,28,1,1,9,0,344726,2,2
user0620,2023-06-25,12,12,2,0,16,7,3420057,0,0
user0707,2023-06-04,10,10,1,0,9,1,4452374,2,2
user0721,2023-01-01,5,4,1,0,12,5,1760551,0,0
user1470,2023-12-17,15,13,1,1,9,3,1155882,0,0
user1202,2024-01-28,10,9,4,0,12,3,5561961,0,0
user1380,2024-03-17,0,0,1,0,7,4,709385,0,0
user1373,2024-07-07,11,10,2,0,13,1,411308,0,0
user0318,2024-02-18,15,14,1,4,10,4,19517427,0,0
user0594,2024-06-02,14,13,1,1,6,1,3622225,1,0
user1205,2023-11-26,7,6,3,0,11,4,871678,0,0
user1111,2023-11-26,9,9,1,1,14,5,1485138,1,1
user0202,2023-12-10,6,6,3,0,17,7,1499651,0,0
user0396,2023-11-19,8,8,2,0,7,4,5077261,0,0
user1174,2024-04-14,3,2,1,1,10,7,2401326,1,0
user0035,2024-01-07,14,13,3,2,7,0,14613583,0,0
user0649,2024-05-26,8,8,1,1,17,3,2060373,0,0
user0359,2024-01-14,10,9,1,2,10,4,3677554,0,0
user0090,2023-11-12,2,2,3,0,7,2,5719908,0,0
user1432,2023-03-19,3,3,1,1,7,3,2316695,0,0
user1200,2023-08-13,5,5,1,0,10,4,439155,0,0
user0301,2024-05-19,8,7,5,0,10,3,1444150,0,0
user0515,2023-12-17,6,6,1,1,7,3,2629260,0,0
user1302,2024-06-02,21,18,6,1,7,2,12184009,1,0
user1025,2024-05-12,13,11,2,0,12,5,923183,0,0
user1125,2023-01-29,6,5,2,0,9,2,1746050,0,0
user0261,2023-10-29,9,9,3,0,9,5,4975146,0,0
user0363,2023-02-05,5,4,1,1,11,3,698897,1,0
user0041,2023-02-26,21,19,1,1,7,4,891734,1,1
user0929,2023-08-13,6,6,1,2,11,2,6220551,1,1
user0014,2023-02-26,9,8,4,2,6,1,60395108,0,0
user0277,2024-02-11,3,2,3,1,9,3,4448464,2,1
user0803,2024-03-31,9,9,1,0,8,4,265065,1,1
user1090,2023-01-29,10,10,2,2,4,1,1338550,0,0
user1295,2024-04-14,5,5,2,0,5,1,1806648,0,0
user0363,2024-04-14,5,5,2,0,7,2,789227,0,0
user0382,2023-09-24,17,16,3,1,6,2,10167798,0,0
user0816,2023-10-29,2,2,2,0,14,5,17567568,1,1
user0516,2024-04-14,7,7,2,1,10,3,3324351,1,1
user0206,2023-02-26,12,12,2,0,7,2,955025,0,0
user1469,2023-04-23,2,2,1,1,12,6,4831993,2,1
user0359,2024-06-23,12,12,1,1,1,0,713771,0,0
user0389,2023-08-27,7,7,5,1,6,0,2116477,1,1
user1257,2023-05-14,5,5,1,1,9,2,1970640,1,1
user1039,2023-12-31,1,1,1,0,6,2,2229278,0,0
user0292,2023-03-12,15,15,4,0,17,3,6963886,0,0
user0351,2023-12-31,21,20,3,1,3,2,2402567,0,0
user0019,2023-05-07,4,4,1,0,7,1,800321,2,2
user0126,2023-03-26,20,20,2,1,8,2,1095434,0,0
user0526,2023-02-19,2,1,1,0,6,2,499540,0,0
user0757,2023-08-06,12,12,1,1,6,2,4590786,0,0
user0795,2024-04-28,5,5,1,0,12,5,318088,0,0
user0942,2023-01-29,10,8,4,1,13,5,6666113,1,1
user0404,2024-04-14,5,5,1,0,10,6,17333263,0,0
user0336,2023-06-25,16,16,1,1,9,3,1600067,0,0
user0441,2023-08-13,2,2,1,1,12,5,1631667,3,1
user0743,2024-04-21,2,2,1,0,12,1,9928401,0,0
user0899,2023-07-30,15,13,1,2,6,3,74029,0,0
user1043,2023-04-16,19,18,1,1,13,5,4304858,0,0
user0777,2024-05-12,13,11,3,1,6,3,2974524,0,0
user1060,2023-02-26,5,5,2,1,6,0,1254068,1,1
user0040,2024-01-14,7,7,6,1,8,2,1155502,0,0
user0751,2023-10-08,16,16,1,2,11,4,671496,2,2
user1432,2023-09-10,3,3,2,0,6,2,851288,1,1
user0963,2023-03-12,6,6,3,0,11,6,1877121,2,2
user1186,2024-06-16,19,19,3,3,12,7,897608,2,1
user0397,2023-03-26,9,7,1,1,10,3,225314,0,0
user0061,2023-04-16,1,1,1,0,14,8,906091,1,1
user1360,2023-12-31,20,18,2,3,12,4,1015442,2,2
user0742,2023-12-03,2,2,2,0,10,2,6981809,2,1
user0167,2024-06-09,11,10,3,0,9,4,8081759,1,1
user1434,2023-05-14,6,6,1,1,6,3,1036562,0,0
user0337,2024-01-14,4,4,1,0,7,2,7603815,0,0
user0071,2023-01-29,14,13,4,4,9,1,1240808,0,0
user0713,2023-04-30,5,5,1,0,8,2,2002390,0,0
user1201,2023-10-15,6,6,1,0,6,2,1379264,1,1
user1449,2023-12-31,2,1,1,0,5,1,15467832,1,1
user0293,2023-08-06,6,5,2,0,16,6,320943,1,0
user0810,2024-05-12,5,5,1,0,5,2,1458725,0,0
user0207,2023-10-22,5,5,5,0,5,2,1643289,0,0
user0115,2024-06-09,1,0,1,1,6,2,1638919,2,1
user0879,2023-09-10,3,3,3,0,7,3,2765337,1,1
user0322,2023-04-30,5,4,1,0,12,4,492940,0,0
user0571,2023-12-17,5,5,1,0,6,3,7535097,2,2
user0244,2023-01-15,8,7,2,0,5,2,448454,1,0
user0262,2023-10-01,1,1,1,0,5,0,784763,0,0
user0779,2023-10-01,8,8,2,0,8,2,730956,2,2
user0230,2023-04-16,8,7,4,1,8,2,6316101,0,0
user0540,2023-10-29,8,6,3,0,9,2,9684687,0,0
user1360,2023-01-29,23,23,5,3,13,4,1984963,1,0
user0231,2024-06-02,18,18,2,1,9,1,313281,0,0
user1445,2024-01-07,12,12,4,0,11,3,3852523,0,0
user0369,2023-07-09,6,5,1,0,6,2,473369,1,1
user1372,2024-07-07,20,20,1,1,9,1,1809324,2,2
user0065,2024-02-25,12,10,2,2,9,4,7245057,0,0
user0068,2023-12-03,2,2,1,0,9,4,452986,2,2
user1363,2023-07-16,23,22,3,3,6,1,3145176,0,0
user0300,2023-03-12,2,2,1,0,7,2,3753154,0,0
user1010,2023-09-03,23,22,4,1,11,8,1821318,0,0
user1043,2023-03-26,10,10,2,0,13,2,3641448,0,0
user0537,2024-01-07,16,15,1,1,8,3,2968909,0,0
user0336,2024-04-14,15,14,2,1,13,3,885453,0,0
user1019,2023-07-23,7,6,2,1,13,5,354668,1,1
user0615,2023-12-31,4,4,2,0,9,3,1247278,2,2
user0771,2023-01-22,2,1,1,0,7,2,7816878,1,1
user1121,2023-10-01,30,29,1,0,5,3,2692039,0,0
user0152,2023-08-20,7,6,2,0,10,4,1040212,2,1
user0953,2023-04-09,1,1,1,0,7,2,1038218,0,0
user0843,2023-09-10,22,21,5,0,10,4,547995,0,0
user0266,2024-03-17,8,8,2,0,9,2,1099920,0,0
user0447,2024-06-16,11,10,2,1,5,2,2187343,0,0
user0043,2024-05-19,19,19,2,1,6,1,1458140,0,0
user0981,2024-07-07,19,17,1,2,8,6,1643092,1,1
user0397,2024-02-25,12,11,2,0,9,5,11862246,0,0
user1179,2024-01-21,4,4,6,1,8,3,735438,0,0
user0253,2023-09-17,2,2,1,1,7,3,12078610,1,0
user0687,2023-12-31,15,14,2,0,7,1,488471,0,0
user0647,2023-06-04,13,12,3,1,8,5,1201575,0,0
user0521,2023-02-12,10,9,1,0,7,0,1777879,0,0
user0739,2024-06-16,6,6,1,0,5,1,2422705,0,0
user0381,2024-03-03,2,2,1,0,10,4,1089712,0,0
user1294,2023-04-23,21,20,1,0,8,6,475745,0,0
user1306,2023-11-26,3,3,1,1,12,4,3775423,0,0
user1422,2023-09-17,15,15,3,1,12,4,8096777,0,0
user0099,2024-02-04,9,9,2,0,10,4,616842,0,0
user0059,2023-03-19,9,9,4,0,8,1,2348665,0,0
user0871,2024-01-21,7,7,2,0,13,2,1797205,1,0
user0984,2023-07-09,4,3,1,0,13,3,1159052,0,0
user0304,2023-06-11,0,0,1,0,8,5,2795960,1,1
user0802,2023-10-08,9,9,1,0,11,5,6275542,3,3
user0810,2023-12-24,5,5,1,0,6,2,2248111,0,0
user1006,2023-08-20,26,23,4,1,10,5,5008587,1,1
user0825,2023-03-12,7,7,6,0,7,1,16651783,0,0
user0188,2024-06-16,0,0,1,0,5,2,2858337,1,1
user1164,2023-05-07,2,2,1,0,7,1,6503157,0,0
user1326,2023-12-31,15,15,1,5,10,4,4305040,0,0
user1179,2024-03-10,4,4,1,1,8,2,509224,0,0
