user,week,emails,mean_len,kw_hits
user0449,2023-04-16,15,268.2,1
user0411,2024-07-07,9,441.5,0
user0060,2023-01-29,12,216.3,0
user0784,2023-05-28,18,419.9,1
user0769,2023-01-08,10,279.0,1
user0532,2024-03-24,15,238.7,0
user0793,2023-06-18,8,261.4,1
user0291,2023-02-19,12,258.4,0
user0684,2023-07-09,14,186.3,0
user0699,2023-05-28,14,211.3,1
user0628,2023-12-24,11,279.5,1
user0550,2023-01-29,18,241.0,0
user0241,2023-05-28,16,219.2,0
user0720,2024-06-09,18,350.8,1
user0050,2024-01-21,13,159.2,0
user0006,2024-05-26,19,242.1,0
user0059,2023-01-01,21,132.5,0
user0411,2023-08-06,15,250.1,0
user0578,2023-03-05,12,318.9,1
user0164,2023-03-19,14,287.0,0
user0604,2024-01-07,20,262.4,1
user0509,2024-04-14,16,140.5,1
user0109,2023-07-09,21,226.0,0
user0770,2023-09-03,14,321.2,1
user0740,2023-08-13,13,311.1,0
user0359,2023-10-22,10,107.7,1
user0620,2023-08-27,16,354.0,2
user0405,2024-01-28,13,351.7,2
user0331,2023-08-06,20,119.1,0
user0226,2023-04-23,21,269.6,0
user0107,2024-03-10,11,133.5,0
user0361,2024-03-17,11,321.1,0
user0468,2023-07-30,12,307.8,0
user0679,2023-12-31,13,350.6,1
user0784,2023-07-09,12,301.0,2
user0340,2023-10-08,12,183.8,0
user0307,2023-03-12,16,246.5,1
user0539,2023-01-22,21,356.5,3
user0553,2024-01-28,16,289.9,0
user0558,2023-11-05,16,329.3,1
user0358,2023-08-20,16,232.4,1
user0047,2024-05-05,23,229.7,1
user0428,2023-05-28,14,288.4,1
user0232,2023-10-01,20,286.3,1
user0761,2023-01-22,15,319.7,1
user0325,2023-09-24,15,159.5,1
user0070,2023-07-16,14,429.6,0
user0597,2024-04-07,9,246.3,0
user0529,2023-12-03,21,241.9,0
user0056,2024-06-02,16,212.2,1
user0419,2024-03-17,12,291.5,0
user0692,2023-08-27,14,348.7,1
user0573,2024-03-24,12,264.0,0
user0741,2024-05-12,18,406.4,1
user0421,2023-10-01,18,368.6,0
user0256,2024-07-07,11,333.6,0
user0237,2024-07-07,15,277.5,1
user0111,2024-07-07,18,313.4,0
user0336,2023-10-15,20,353.7,3
user0578,2023-03-05,14,191.3,0
user0582,2024-06-30,16,388.6,0
user0724,2024-05-26,8,213.1,0
user0349,2023-11-26,13,261.8,0
user0725,2023-10-22,12,197.0,0
user0666,2023-10-22,24,291.2,2
user0320,2024-05-26,19,272.7,1
user0714,2023-04-16,14,215.6,0
user0497,2023-04-09,12,279.0,1
user0800,2023-01-01,17,332.7,1
user0325,2023-11-19,15,356.1,0
user0541,2024-05-19,14,233.8,0
user0742,2023-05-07,21,148.5,0
user0022,2023-11-05,15,235.4,1
user0678,2023-07-02,15,233.9,0
user0227,2023-04-30,8,431.6,1
user0404,2023-01-22,17,309.3,2
user0744,2024-04-14,12,291.7,0
user0191,2023-05-07,16,271.4,0
user0140,2024-03-10,16,384.6,1
user0627,2024-01-21,18,308.9,0
user0612,2024-06-02,10,241.6,0
user0320,2023-11-05,9,93.9,0
user0242,2023-04-16,14,306.5,0
user0527,2023-01-29,16,228.2,0
user0221,2023-12-31,17,158.4,1
user0329,2023-03-19,14,342.1,1
user0055,2023-03-12,9,291.4,0
user0646,2023-12-03,10,180.5,0
user0374,2024-05-26,18,414.8,3
user0230,2024-04-28,19,267.2,1
user0005,2023-04-23,16,229.8,0
user0097,2023-12-24,13,234.8,1
user0782,2024-05-26,15,227.4,0
user0031,2024-05-05,15,221.7,0
user0220,2023-08-13,11,242.7,0
user0321,2024-02-04,14,281.9,1
user0148,2023-07-23,17,220.3,1
user0580,2023-01-29,16,346.2,2
user0102,2023-06-18,19,88.6,1
user0758,2023-03-05,15,158.4,0
user0044,2024-02-11,15,198.5,0
user0756,2023-01-29,10,163.5,0
user0232,2023-10-29,20,302.8,1
user0538,2023-10-01,16,469.1,1
user0240,2023-10-15,21,194.5,0
user0748,2023-01-01,17,201.0,0
user0009,2023-04-30,16,394.7,2
user0119,2023-10-01,18,299.9,1
user0416,2023-09-17,15,238.0,1
user0458,2023-07-30,11,355.7,0
user0573,2023-07-16,14,305.9,0
user0536,2024-06-02,14,363.3,1
user0368,2023-09-03,13,300.1,0
user0104,2024-02-11,14,286.6,1
user0011,2023-06-25,16,233.8,2
user0156,2024-04-28,7,190.6,0
user0160,2023-04-02,12,331.5,1
user0606,2023-06-25,16,75.9,0
user0539,2023-12-10,13,250.4,0
user0159,2023-09-17,11,304.0,0
user0280,2023-08-06,14,461.9,4
user0235,2023-06-18,13,191.7,0
user0486,2024-05-19,22,86.1,2
user0617,2024-06-16,11,196.3,0
user0434,2023-08-20,7,342.3,0
user0332,2023-07-16,13,139.3,0
user0323,2024-02-04,18,383.1,0
user0349,2023-03-05,21,124.2,0
user0300,2024-02-04,11,112.0,1
user0328,2024-05-12,15,146.4,0
user0569,2023-07-23,15,257.7,0
user0048,2024-05-12,19,183.7,0
user0331,2023-03-12,15,141.8,0
user0523,2023-04-30,10,348.0,0
user0162,2024-04-07,15,364.3,0
user0430,2023-01-08,18,389.6,2
user0344,2023-06-18,12,318.4,1
user0166,2023-03-26,10,236.9,0
user0347,2023-11-12,14,299.0,1
user0559,2023-05-28,15,338.6,1
user0081,2024-05-12,18,229.1,0
user0785,2023-07-09,13,240.8,0
user0024,2024-05-26,19,252.4,1
user0398,2023-01-08,13,188.6,0
user0254,2024-04-21,16,225.2,0
user0697,2024-01-28,18,271.5,2
user0787,2024-06-02,12,268.5,0
user0093,2023-06-18,16,222.9,0
user0283,2024-05-12,20,417.6,2
user0555,2024-02-18,12,447.0,2
user0378,2023-01-15,13,405.3,3
user0732,2023-11-19,15,189.2,0
user0582,2023-05-28,17,445.2,1
user0016,2023-04-02,15,370.8,1
user0790,2023-02-19,7,211.1,0
user0783,2024-03-03,12,119.6,0
user0294,2024-06-30,9,242.4,0
user0650,2023-11-19,14,130.2,0
user0468,2023-07-09,10,357.6,1
user0692,2024-07-07,16,266.4,1
user0394,2023-11-26,15,279.6,0
user0067,2024-01-14,13,309.5,0
user0367,2023-11-26,22,346.4,0
user0519,2023-01-01,23,208.1,1
user0363,2023-05-28,11,196.6,0
user0524,2023-10-22,14,123.5,1
user0737,2023-04-02,20,355.0,2
user0308,2024-02-25,15,344.0,3
user0193,2023-08-06,20,382.5,2
user0442,2023-08-13,14,378.0,0
user0566,2023-08-27,14,378.0,0
user0715,2023-03-12,17,165.2,1
user0218,2024-04-14,15,245.8,0
user0534,2024-01-14,15,175.2,1
user0200,2023-04-30,12,292.2,0
user0636,2023-01-08,10,240.7,0
user0096,2023-10-08,12,332.1,0
user0663,2023-01-15,20,76.8,0
user0352,2024-05-05,18,304.5,1
user0125,2023-09-24,11,317.6,0
user0595,2024-02-04,17,137.5,0
user0655,2023-05-28,20,379.7,1
user0766,2023-04-23,8,277.1,0
user0315,2024-02-25,15,310.5,2
user0390,2023-09-17,14,257.9,0
user0631,2023-10-08,13,217.1,1
user0106,2024-06-02,17,210.4,0
user0417,2024-06-16,26,312.4,1
user0480,2023-09-03,19,260.4,2
user0237,2024-02-11,19,319.4,0
user0041,2023-08-06,17,242.2,0
user0638,2023-05-28,12,292.0,1
user0784,2023-09-03,11,216.1,0
user0491,2023-07-16,14,214.1,0
user0221,2023-10-22,23,328.9,2
user0613,2023-05-14,16,377.0,2
user0137,2023-12-17,14,175.6,0
user0449,2024-06-16,13,211.8,0
user0159,2023-05-07,13,216.6,0
user0113,2023-01-01,9,397.5,0
user0585,2023-02-19,15,351.2,1
user0161,2023-08-13,22,276.8,0
user0256,2023-05-07,19,362.7,2
user0614,2024-04-14,20,497.6,2
user0132,2024-01-28,10,363.2,2
user0142,2023-04-02,21,254.9,0
user0020,2023-11-05,19,224.8,0
user0175,2023-10-08,6,224.5,0
user0561,2024-02-25,18,220.0,1
user0060,2023-03-26,21,255.5,0
user0797,2023-03-19,20,172.3,1
user0733,2023-11-19,14,205.9,0
user0577,2024-02-25,19,183.8,0
user0484,2023-12-10,14,132.5,0
user0561,2023-01-15,19,247.9,0
user0172,2024-04-21,24,200.3,0
user0589,2023-04-30,10,208.0,0
user0185,2024-02-11,19,200.9,0
user0454,2023-08-27,11,105.8,0
user0178,2024-02-18,16,199.6,0
user0141,2023-10-22,11,259.5,1
user0728,2024-04-07,16,272.2,1
user0061,2024-01-07,18,146.8,0
user0159,2024-03-24,16,323.3,1
user0583,2023-01-15,16,167.8,0
user0136,2023-11-05,13,231.7,0
user0732,2024-02-18,17,458.4,2
user0394,2023-03-19,6,232.9,0
user0074,2023-04-30,6,272.9,0
user0389,2024-03-24,17,205.5,2
user0414,2024-01-28,15,335.5,0
user0594,2023-01-08,18,475.5,2
user0172,2023-08-27,15,339.0,1
user0400,2024-04-14,7,276.1,0
user0329,2023-05-14,14,428.9,2
user0755,2023-04-16,18,415.4,2
user0045,2023-03-19,14,390.0,3
user0417,2023-02-12,10,432.3,1
user0191,2024-02-25,21,279.5,0
user0265,2024-06-30,12,353.8,0
user0620,2023-09-03,17,422.0,2
user0452,2023-10-29,16,136.5,0
user0366,2023-07-02,14,201.6,0
user0251,2024-06-02,11,188.2,0
user0621,2023-11-26,16,313.5,1
user0760,2023-07-16,18,382.1,0
user0324,2023-10-22,17,438.0,5
user0297,2023-12-10,14,188.8,0
user0132,2023-02-05,10,293.6,0
user0227,2024-07-07,14,147.1,0
user0539,2023-04-02,20,232.4,0
user0662,2024-03-17,17,108.0,0
user0421,2023-12-10,27,322.2,0
user0399,2024-03-10,15,308.5,0
user0658,2024-03-31,19,408.5,1
user0030,2024-05-05,15,151.9,0
user0482,2023-05-28,14,389.8,2
user0185,2023-05-14,12,328.6,2
user0227,2024-06-09,19,312.0,1
user0358,2023-07-02,9,227.9,0
user0214,2023-11-19,18,213.1,0
user0378,2023-09-03,16,353.5,1
user0519,2023-04-30,16,254.6,2
user0513,2024-01-14,13,219.0,0
user0332,2024-01-21,18,258.0,0
user0026,2024-03-17,13,429.4,0
user0034,2023-07-23,16,273.4,0
user0349,2024-02-18,12,343.6,0
user0616,2024-01-21,14,314.7,1
user0160,2024-02-25,21,410.7,2
user0196,2024-05-12,10,239.4,1
user0364,2023-08-13,13,285.9,1
user0099,2023-12-31,14,227.2,0
user0336,2024-01-07,16,289.0,0
user0667,2023-11-05,19,313.2,2
user0718,2023-10-29,19,252.3,1
user0685,2023-03-12,13,422.4,2
user0715,2023-11-19,13,204.2,0
user0227,2023-06-04,8,360.6,0
user0439,2024-02-04,11,211.2,0
user0540,2023-01-15,20,145.2,1
user0009,2023-09-24,12,311.8,0
user0461,2023-08-06,12,303.5,1
user0574,2023-02-19,15,247.3,1
user0174,2023-02-12,19,129.8,0
user0694,2023-05-14,15,364.9,1
user0479,2024-02-25,19,128.9,1
user0565,2023-01-15,22,380.6,4
user0145,2024-04-07,18,204.9,1
user0255,2024-02-11,13,265.1,0
user0623,2024-03-24,30,205.0,0
user0254,2023-02-26,16,214.4,0
user0525,2023-10-15,9,197.1,0
user0076,2023-02-12,21,238.3,1
user0226,2024-01-21,34,359.6,3
user0626,2024-06-23,11,372.3,0
user0395,2023-01-29,16,387.8,0
user0529,2023-12-31,13,262.3,0
user0316,2024-04-28,10,257.8,0
user0560,2023-08-27,15,348.0,0
user0070,2024-06-02,17,223.4,0
user0648,2024-05-12,16,301.3,0
user0231,2023-01-01,22,306.3,1
user0177,2023-11-12,26,268.9,0
user0249,2024-05-19,16,330.3,0
user0538,2023-09-03,23,279.7,2
user0521,2023-11-05,13,179.8,0
user0508,2023-01-15,18,289.3,1
user0444,2023-08-27,18,276.6,2
user0278,2023-08-06,20,250.8,0
user0411,2023-07-09,12,505.5,1
user0163,2023-12-10,16,446.1,2
user0624,2024-04-14,13,67.6,1
user0614,2023-12-24,15,269.8,1
user0094,2024-01-28,14,343.2,1
user0577,2023-03-05,12,394.2,1
user0675,2024-04-28,14,215.6,0
user0559,2023-05-07,17,198.8,0
user0101,2023-04-02,24,321.8,1
user0418,2024-03-03,19,192.1,1
user0314,2024-06-02,12,247.5,0
user0129,2023-04-02,10,152.3,0
user0128,2023-07-23,12,326.1,0
user0433,2023-06-25,14,72.0,0
user0776,2023-11-26,15,142.3,0
user0061,2023-12-10,24,152.6,0
user0349,2023-04-02,18,230.5,2
user0139,2024-03-31,16,325.1,1
user0091,2023-12-17,21,270.2,2
user0529,2024-04-14,14,252.7,0
user0217,2023-01-15,15,212.5,0
user0282,2024-07-07,15,273.8,0
user0656,2024-04-07,7,292.9,1
user0332,2024-06-16,10,238.3,2
user0100,2023-11-26,17,259.0,0
user0056,2024-04-14,20,267.0,0
user0697,2024-05-26,15,255.0,1
user0769,2023-01-15,13,237.5,0
user0379,2024-05-19,12,486.9,3
user0311,2023-11-05,10,437.2,0
user0099,2024-01-21,15,280.5,1
user0427,2023-11-05,23,258.2,2
user0611,2023-01-29,19,402.0,3
user0038,2023-05-21,18,177.4,0
user0138,2023-02-19,12,348.1,1
user0121,2023-05-07,20,325.5,0
user0281,2023-10-08,12,340.4,1
user0721,2024-06-02,10,407.5,1
user0384,2023-04-30,18,363.9,0
user0030,2023-10-29,13,400.6,1
user0700,2023-02-26,14,394.0,1
user0592,2023-03-12,23,285.8,0
user0361,2023-08-13,12,188.5,1
user0658,2023-10-29,17,367.2,2
user0358,2023-08-20,17,300.4,0
user0401,2023-06-04,8,110.4,0
user0290,2024-03-17,22,329.2,1
user0661,2023-07-09,14,208.4,0
user0742,2024-05-12,17,360.0,1
user0298,2023-10-01,16,324.7,1
user0263,2024-06-23,12,393.2,3
user0146,2023-10-01,9,228.4,1
user0285,2023-10-01,14,267.0,2
user0573,2024-01-07,11,477.6,1
user0634,2023-09-24,18,137.0,1
user0638,2024-04-28,15,244.0,0
user0686,2024-06-23,13,131.8,0
user0652,2023-09-10,18,369.3,1
user0428,2023-01-22,16,272.4,0
user0297,2023-07-23,15,356.8,3
user0273,2024-04-14,18,222.7,0
user0110,2023-08-20,15,342.0,1
user0419,2023-03-19,19,201.0,1
user0056,2024-06-02,13,224.0,0
user0542,2024-02-25,18,329.1,1
user0432,2023-09-17,15,273.2,0
user0397,2023-04-30,10,30.0,0
user0595,2023-02-26,18,368.9,1
user0766,2023-05-07,11,261.3,0
user0636,2023-06-18,13,146.3,0
user0227,2023-11-26,23,170.8,0
user0307,2024-03-10,20,298.0,1
user0276,2023-09-10,16,291.6,1
user0480,2023-06-11,17,208.5,1
user0373,2023-01-01,18,208.5,2
user0536,2023-12-03,13,297.9,1
user0294,2023-09-17,20,283.4,0
user0242,2023-04-23,11,205.6,0
user0016,2023-07-23,16,235.5,1
user0676,2023-04-23,17,282.2,0
user0397,2023-01-22,16,252.8,0
user0531,2023-02-12,18,292.5,3
user0466,2024-06-02,11,161.5,0
user0636,2024-05-26,17,291.9,4
user0138,2023-08-20,11,156.3,0
user0233,2024-05-26,14,256.0,0
user0125,2023-12-17,21,393.3,3
user0265,2023-05-07,22,172.8,0
user0663,2023-05-14,10,260.7,0
user0778,2023-09-10,20,146.5,0
user0299,2023-09-03,19,415.6,2
user0502,2024-05-05,15,369.2,1
user0784,2024-01-07,17,248.6,0
user0491,2023-10-01,15,255.1,0
user0165,2023-04-23,10,137.4,0
user0134,2024-03-17,18,281.0,0
user0255,2023-06-04,15,429.9,2
user0479,2023-11-26,15,156.6,0
user0591,2023-05-07,15,274.8,0
user0170,2024-04-14,17,321.5,1
user0697,2024-02-04,13,364.4,1
user0651,2023-03-19,13,299.9,0
user0317,2023-08-06,27,252.1,1
user0736,2023-11-12,13,367.2,1
user0202,2023-10-01,12,331.3,1
user0222,2023-05-14,16,168.2,1
user0494,2024-05-12,15,230.7,0
user0310,2023-12-24,16,344.7,1
user0258,2024-06-30,21,81.0,1
user0277,2023-07-30,22,316.8,0
user0106,2023-02-26,13,291.0,0
user0363,2023-05-21,10,166.2,0
user0080,2023-07-23,13,250.1,0
user0305,2024-05-26,9,200.3,0
user0201,2024-01-21,9,324.1,0
user0135,2023-03-12,14,322.9,2
user0603,2024-04-14,15,246.2,0
user0125,2023-09-24,13,429.7,3
user0759,2023-07-30,12,319.3,1
user0267,2023-06-11,23,149.6,0
user0060,2024-04-14,17,266.7,1
user0343,2024-04-21,22,156.8,1
user0544,2024-02-04,9,385.6,0
user0730,2024-06-16,18,369.9,3
user0236,2023-03-26,15,202.9,0
user0002,2024-04-28,19,222.3,0
user0136,2024-06-30,15,255.6,0
user0598,2024-04-07,11,416.0,1
user0412,2023-07-02,14,300.7,3
user0290,2023-12-10,20,148.6,0
user0791,2023-05-28,15,175.0,0
user0640,2023-02-12,16,428.0,1
user0258,2023-04-09,16,159.0,2
user0445,2023-09-17,13,308.1,0
user0756,2023-11-19,13,367.3,1
user0096,2023-02-19,17,255.4,0
user0282,2024-07-07,21,137.0,0
user0645,2023-07-09,14,259.5,2
user0156,2023-01-22,14,218.5,0
user0037,2023-01-01,20,389.4,3
user0584,2024-04-28,13,278.0,0
user0560,2023-05-07,13,212.5,0
user0600,2023-06-04,13,324.3,2
user0373,2024-04-28,15,379.5,3
user0025,2023-03-26,19,306.3,0
user0524,2023-04-23,17,252.6,1
user0583,2024-05-19,14,211.2,0
user0115,2024-04-14,11,342.0,0
user0056,2023-02-05,18,308.8,1
user0629,2024-02-18,17,300.3,1
user0688,2024-01-14,16,250.9,0
user0514,2024-07-07,17,341.1,0
user0104,2023-05-28,16,323.0,2
user0307,2024-02-11,24,362.1,2
user0705,2023-04-09,18,386.0,0
user0370,2023-02-05,17,347.2,0
user0329,2024-01-14,15,224.5,0
user0199,2023-01-29,18,136.4,0
user0641,2023-06-11,17,298.4,1
user0641,2024-01-14,9,405.2,0
user0310,2024-03-17,13,120.0,0
user0332,2024-06-23,15,199.0,0
user0357,2023-02-26,17,401.9,1
user0015,2023-12-17,15,386.1,4
user0639,2024-05-12,20,180.1,0
user0450,2023-07-09,17,232.9,0
user0392,2023-10-29,13,285.2,0
user0144,2023-04-30,14,220.5,0
user0272,2023-10-29,9,250.4,0
user0365,2024-03-17,17,300.7,0
user0187,2023-03-19,17,439.3,3
user0580,2024-02-18,17,336.5,0
user0729,2023-07-16,10,279.1,0
user0104,2023-07-23,12,187.5,0
user0073,2023-06-18,19,312.4,1
user0795,2023-07-16,13,376.4,3
user0337,2023-01-08,18,237.1,0
user0329,2024-04-21,14,266.0,0
user0662,2024-04-14,15,148.8,0
user0710,2024-03-10,23,301.4,1
user0418,2023-08-13,16,352.5,1
user0093,2023-08-20,14,169.1,0
user0158,2023-02-05,15,359.7,0
user0258,2023-06-04,12,359.0,0
user0184,2023-11-26,14,147.6,2
user0401,2024-03-24,16,169.0,0
user0509,2023-02-12,24,320.7,1
user0648,2023-07-16,9,339.4,0
user0151,2023-03-05,15,30.0,1
user0199,2024-06-23,12,401.2,1
user0687,2023-02-26,16,267.5,1
user0009,2023-07-23,16,162.4,0
user0086,2023-02-26,10,282.7,1
user0468,2023-11-12,19,228.8,0
user0183,2023-05-21,19,112.6,0
user0331,2023-03-12,21,310.4,2
user0371,2024-03-17,18,236.2,1
user0084,2023-08-13,17,351.5,1
user0011,2023-02-12,12,190.6,1
user0704,2023-08-06,17,160.6,1
user0654,2023-08-13,12,395.1,1
user0278,2023-07-09,14,41.6,1
user0262,2023-12-10,15,312.9,2
user0285,2023-08-27,17,115.8,0
user0133,2023-03-12,12,342.1,0
user0162,2024-02-18,15,213.3,0
user0785,2023-10-15,14,317.7,0
user0165,2023-01-29,11,249.1,0
user0431,2023-01-01,16,80.3,0
user0005,2023-03-19,15,379.6,2
user0259,2023-11-19,18,353.7,2
user0380,2023-05-14,16,174.3,0
user0189,2024-06-30,15,237.6,1
user0147,2023-04-02,20,212.4,0
user0610,2023-04-09,17,350.4,1
user0169,2023-01-22,14,330.8,2
user0452,2023-05-07,12,284.3,0
user0645,2023-10-15,15,221.8,0
user0484,2024-03-24,19,232.0,0
user0242,2023-08-20,9,283.5,1
user0532,2024-05-26,7,281.0,0
user0106,2023-12-31,18,236.8,1
user0487,2024-03-10,13,460.3,1
user0240,2023-04-16,18,190.6,0
user0608,2023-06-18,13,189.9,0
user0537,2023-04-30,19,218.4,0
user0720,2023-10-15,15,279.5,1
user0464,2023-06-18,10,201.4,0
user0071,2023-07-30,16,304.9,0
user0012,2023-02-19,6,203.3,0
user0751,2023-08-06,17,318.4,0
user0596,2023-02-05,10,202.3,0
user0767,2023-04-30,14,263.1,0
user0055,2023-03-12,18,287.3,0
user0734,2023-04-02,12,174.9,2
user0142,2023-04-30,17,330.4,0
user0396,2023-04-30,15,314.8,2
user0646,2024-02-18,17,340.5,0
user0106,2024-07-07,13,230.8,1
user0090,2024-04-14,18,217.5,0
user0353,2023-01-22,17,195.9,0
user0625,2023-04-16,17,283.0,0
user0297,2024-06-30,14,201.9,0
user0642,2023-08-13,15,187.2,0
user0366,2024-01-28,14,302.3,1
user0316,2023-10-08,21,317.7,1
user0446,2023-02-26,20,252.8,0
user0053,2024-04-14,12,240.7,0
user0656,2024-02-11,23,301.7,1
user0216,2023-11-05,14,350.2,0
user0684,2024-02-25,12,323.6,2
user0422,2023-12-17,7,280.3,0
user0118,2024-05-12,17,160.9,0
user0194,2024-03-17,11,280.5,0
user0021,2023-03-12,17,315.9,0
user0223,2023-10-01,17,191.3,0
user0502,2023-11-26,20,249.6,0
user0225,2024-03-03,9,341.5,1
user0126,2024-01-14,22,211.2,0
user0112,2023-08-27,10,264.3,0
user0354,2023-12-10,15,177.4,1
user0137,2023-03-12,17,314.8,0
user0665,2023-01-29,9,364.6,1
user0511,2023-03-19,11,292.5,0
user0173,2023-03-26,16,172.9,1
user0613,2024-04-07,21,310.3,0
user0217,2024-05-12,19,139.6,0
user0068,2024-03-31,21,289.9,1
user0466,2023-01-08,23,193.9,0
user0392,2024-04-21,22,235.9,0
user0158,2023-08-20,12,334.3,0
user0085,2024-07-07,20,241.6,2
user0428,2023-05-07,10,343.0,0
user0200,2023-12-24,20,280.8,1
user0723,2023-08-06,19,324.7,1
user0295,2023-02-05,20,338.9,3
user0393,2024-03-31,20,209.0,0
user0027,2023-03-26,8,337.6,0
user0549,2024-01-21,24,310.4,1
user0253,2023-12-10,13,197.6,1
user0162,2023-12-24,11,277.8,1
user0265,2023-05-28,9,170.8,0
user0450,2024-01-14,14,180.6,1
user0705,2023-09-24,18,38.1,0
user0180,2024-06-23,9,214.4,0
user0752,2023-03-12,16,282.1,0
user0476,2023-10-22,24,367.4,2
user0784,2023-08-20,15,225.2,0
user0260,2023-08-06,15,325.3,2
user0099,2023-12-03,17,351.6,1
user0354,2023-07-09,12,292.3,3
user0027,2024-04-28,13,173.5,0
user0406,2023-05-07,18,231.5,1
user0275,2023-03-26,9,272.1,0
user0756,2024-01-14,14,132.3,0
user0201,2023-08-27,10,280.7,0
user0020,2023-02-12,23,373.1,1
user0073,2023-08-27,13,87.2,0
user0788,2023-06-25,14,356.1,0
user0770,2024-02-11,16,146.9,0
user0702,2023-11-12,14,242.8,0
user0590,2024-06-23,17,281.2,1
user0520,2023-07-09,9,312.8,1
user0298,2023-06-04,15,349.5,1
user0201,2023-04-02,11,359.0,0
user0634,2023-07-02,8,400.7,1
user0768,2024-02-25,18,177.0,0
user0137,2024-02-04,14,233.6,0
user0425,2023-04-09,9,274.0,0
user0083,2023-03-05,17,383.4,0
user0277,2023-09-03,17,173.8,0
user0671,2024-06-16,10,273.9,1
user0272,2024-07-07,19,241.2,0
user0785,2023-09-10,19,187.9,0
user0485,2024-03-24,15,252.8,0
user0443,2024-02-25,13,361.2,0
user0743,2023-05-07,11,188.9,0
user0324,2024-06-30,21,177.8,0
user0538,2023-09-24,19,400.6,0
user0699,2023-08-20,16,216.3,0
user0429,2023-02-12,16,346.0,1
user0344,2023-10-01,16,237.6,0
user0394,2024-01-14,11,203.9,0
user0141,2024-01-07,20,495.4,2
user0572,2023-07-09,11,192.0,0
user0637,2024-06-30,19,226.2,0
user0546,2023-09-17,18,140.8,0
user0365,2023-04-23,14,422.0,1
user0059,2023-11-26,24,331.6,1
user0154,2024-01-14,18,338.6,1
user0036,2023-10-22,19,285.0,0
user0011,2023-04-16,13,154.0,0
user0380,2024-07-07,11,315.7,1
user0760,2024-06-09,18,212.3,1
user0536,2024-05-26,22,333.0,0
user0163,2023-01-15,16,225.8,0
user0653,2023-06-11,13,379.9,0
user0039,2023-10-01,18,397.4,4
user0779,2023-07-23,15,354.3,3
user0361,2023-10-22,17,288.5,2
user0357,2023-07-30,18,413.1,3
user0224,2023-03-12,15,468.5,5
user0098,2023-05-07,11,371.5,1
user0506,2024-02-18,19,275.4,0
user0429,2023-07-02,18,164.8,1
user0586,2023-07-02,15,399.7,2
user0779,2023-10-01,10,238.5,0
user0207,2023-01-15,11,252.1,0
user0526,2023-07-09,14,367.2,0
user0353,2023-02-26,12,368.4,1
user0145,2024-02-25,19,262.5,1
user0306,2023-04-23,14,249.3,1
user0638,2024-03-31,16,144.2,0
user0733,2023-10-22,15,312.9,0
user0225,2024-05-19,13,300.9,0
user0686,2023-04-30,14,101.5,0
user0755,2023-02-26,27,374.3,2
user0396,2023-03-05,17,290.8,0
user0343,2023-01-08,17,303.6,1
user0029,2024-02-25,17,252.8,1
user0155,2024-02-18,16,273.3,2
user0083,2023-04-23,17,298.9,0
user0169,2023-02-12,14,225.9,0
user0371,2024-02-04,13,152.8,0
user0722,2024-03-17,17,282.0,0
user0323,2024-05-12,21,223.8,1
user0670,2023-04-30,13,228.4,0
user0540,2024-05-05,15,269.4,2
user0398,2023-11-26,11,446.9,0
user0065,2023-07-30,13,241.4,0
user0529,2024-05-26,12,399.9,2
user0050,2024-02-18,18,366.0,2
user0637,2024-04-21,12,333.6,0
user0534,2023-04-09,14,180.0,0
user0216,2024-06-02,13,371.7,0
user0772,2023-12-17,16,341.2,0
user0307,2024-07-07,19,242.2,1
user0022,2024-06-09,13,322.5,2
user0231,2024-06-30,17,297.9,0
user0395,2023-09-17,22,188.7,2
user0240,2024-05-05,15,261.2,0
user0714,2023-09-03,17,282.8,0
user0031,2023-07-16,16,232.2,0
user0652,2024-05-12,12,156.4,0
user0800,2024-02-11,16,355.3,0
user0604,2023-05-07,11,375.9,1
user0496,2023-12-17,18,412.1,4
user0563,2023-12-17,16,220.7,0
user0151,2023-08-27,14,258.1,0
user0390,2023-04-02,9,503.9,2
user0765,2023-08-20,22,273.1,0
user0232,2023-08-13,22,380.2,3
user0692,2023-07-23,15,413.0,1
user0249,2024-02-25,13,269.3,1
user0096,2024-03-03,17,226.7,0
user0691,2023-04-02,17,389.7,2
user0397,2023-06-18,15,225.2,1
user0517,2023-10-08,16,194.7,0
user0730,2024-02-18,14,268.2,0
user0729,2024-01-07,16,343.0,1
user0056,2024-05-19,14,179.8,0
user0157,2024-01-28,12,288.7,0
user0540,2024-01-07,16,321.4,0
user0624,2024-06-16,23,243.6,0
user0198,2024-05-19,25,239.8,3
user0381,2023-09-10,22,194.9,1
user0350,2023-08-27,13,358.1,1
user0009,2023-08-27,16,180.1,0
user0507,2024-03-17,18,270.2,1
user0025,2024-01-21,10,312.7,0
user0557,2023-11-05,23,349.5,5
user0464,2024-06-23,22,344.7,1
user0770,2023-05-21,12,165.5,0
user0216,2024-03-31,16,246.8,0
user0671,2024-07-07,15,358.0,1
user0226,2024-04-28,11,122.0,0
user0062,2024-02-25,14,194.5,0
user0041,2023-02-19,8,148.6,0
user0185,2023-11-26,19,218.3,1
user0697,2024-06-30,18,404.1,1
user0184,2023-11-12,21,481.1,2
user0045,2024-07-07,16,370.2,0
user0207,2023-08-27,15,184.2,0
user0358,2023-09-10,11,448.4,2
user0587,2023-06-25,11,129.4,0
